squareMeters,rooms,type,longitude,hasElevator,poiCount,hasSecurity,hasParkingSpace,buildYear,centreDistance,city_encoded
53.4,3.0,3.0,18.6652889,1.0,22.0,0,0,2022.0,0.72,737720.9866291344
45.0,2.0,1.0,19.4868757399129,1.0,17.0,0,1,1975.0,5.95,413154.8083261058
65.0,2.0,0.0,18.64744,0.0,11.0,0,0,1905.0,1.56,737720.9866291344
63.0,3.0,3.0,16.91153611,1.0,10.0,1,0,2008.0,2.71,568970.2777777778
96.72,4.0,3.0,20.9964374694011,1.0,33.0,1,1,2019.0,6.25,923794.7879754602
73.0,4.0,2.0,19.01313294,0.0,44.0,0,1,1905.0,0.52,442685.6430594901
32.73,1.0,1.0,16.93811,1.0,40.0,1,0,2001.0,0.55,568970.2777777778
51.0,3.0,2.0,21.0365,0.0,21.0,0,0,1954.0,3.98,923794.7879754602
62.4,3.0,1.0,17.0074738,0.0,12.0,0,0,1978.0,2.78,663522.8989361703
38.0,2.0,1.0,21.0611189,1.0,23.0,0,0,1970.0,6.37,923794.7879754602
54.2,3.0,1.0,19.96053,0.0,20.0,0,0,1996.0,5.24,747427.8625277162
74.0,3.0,0.0,21.1271,1.0,4.0,0,0,,8.42,923794.7879754602
95.0,4.0,1.0,19.9262816,1.0,17.0,0,0,2001.0,3.83,747427.8625277162
108.0,4.0,1.0,19.8901813,0.0,0.0,0,1,2000.0,3.6,747427.8625277162
67.66,3.0,1.0,21.0451235,1.0,5.0,0,1,2020.0,5.25,923794.7879754602
65.0,3.0,0.0,21.0076792,0.0,0.0,0,0,2002.0,10.82,923794.7879754602
44.0,2.0,1.0,20.88893,1.0,13.0,1,0,2023.0,7.82,923794.7879754602
51.1,2.0,1.0,21.03666,0.0,2.0,1,0,2012.0,14.46,923794.7879754602
35.0,2.0,1.0,18.038906,0.0,13.0,0,0,1980.0,2.85,411446.35302390996
61.0,2.0,2.0,19.924006,0.0,13.0,0,0,1936.0,3.34,747427.8625277162
65.5,3.0,1.0,18.43885,1.0,0.0,0,0,2011.0,7.21,657043.248427673
73.5,3.0,3.0,19.9009357,1.0,4.0,0,0,2022.0,5.26,747427.8625277162
31.0,2.0,1.0,18.0257721,0.0,17.0,0,0,,2.59,411446.35302390996
72.0,4.0,1.0,17.0381427,0.0,31.0,0,0,1978.0,2.07,663522.8989361703
25.0,1.0,1.0,18.5944,1.0,4.0,0,0,2019.0,5.93,737720.9866291344
79.0,3.0,3.0,19.4445,1.0,3.0,1,1,2020.0,3.77,413154.8083261058
63.18,3.0,0.0,22.487608,1.0,18.0,0,0,2020.0,6.17,491590.74011299433
76.96,3.0,1.0,17.02020341,0.0,0.0,0,1,2010.0,7.09,663522.8989361703
59.0,3.0,1.0,21.0489873,1.0,36.0,0,0,1973.0,4.17,923794.7879754602
31.0,1.0,2.0,19.4453,0.0,9.0,0,0,,3.42,413154.8083261058
55.3,2.0,1.0,19.90063408,1.0,24.0,0,0,2007.0,4.65,747427.8625277162
48.0,3.0,1.0,20.9884357,1.0,74.0,0,0,,1.03,923794.7879754602
51.57,3.0,0.0,18.54924,0.0,10.0,0,0,1980.0,1.46,657043.248427673
69.38,3.0,1.0,22.0138547,0.0,3.0,0,0,2016.0,3.86,503505.2635135135
57.8,2.0,1.0,18.63142,0.0,6.0,0,0,1960.0,1.66,737720.9866291344
50.0,2.0,3.0,17.96024,0.0,4.0,1,1,,3.52,411446.35302390996
52.5,2.0,2.0,18.60507,0.0,20.0,0,0,1950.0,5.26,737720.9866291344
65.6,3.0,1.0,21.06586025,1.0,8.0,0,1,2005.0,4.74,923794.7879754602
81.9,3.0,0.0,14.57978,1.0,1.0,0,0,,7.69,500654.9549763033
59.0,3.0,3.0,18.583333,1.0,17.0,0,1,,8.79,737720.9866291344
51.0,3.0,1.0,19.4273537,0.0,13.0,0,0,1960.0,1.92,413154.8083261058
35.89,2.0,1.0,20.90273119,0.0,9.0,0,0,2000.0,7.04,923794.7879754602
84.0,4.0,2.0,19.9457756,1.0,98.0,0,0,1929.0,0.53,747427.8625277162
56.0,3.0,1.0,18.5904,0.0,8.0,0,0,2012.0,4.66,737720.9866291344
68.3,3.0,1.0,21.09299,1.0,16.0,1,0,2004.0,6.17,923794.7879754602
53.7,2.0,2.0,16.9361,0.0,119.0,0,0,1966.0,0.04,568970.2777777778
66.4,4.0,1.0,18.51753,0.0,0.0,0,0,1980.0,3.75,657043.248427673
48.14,2.0,1.0,19.88966,1.0,3.0,1,0,2017.0,5.67,747427.8625277162
33.2,2.0,3.0,18.0418883,1.0,13.0,0,1,2023.0,2.74,411446.35302390996
31.0,2.0,1.0,18.04846,1.0,19.0,0,0,1985.0,3.26,411446.35302390996
54.25,3.0,1.0,18.62792,0.0,6.0,1,0,1970.0,6.43,737720.9866291344
87.0,3.0,0.0,19.0237815,0.0,24.0,0,0,,0.69,442685.6430594901
93.0,3.0,2.0,17.049343,0.0,27.0,0,0,1898.0,1.72,663522.8989361703
45.87,3.0,1.0,16.9251681,1.0,100.0,0,0,1960.0,0.73,568970.2777777778
74.0,3.0,3.0,21.0433313,1.0,12.0,0,0,2021.0,6.81,923794.7879754602
77.98,3.0,3.0,21.0412,1.0,2.0,0,0,,5.94,923794.7879754602
93.42,5.0,2.0,18.56038,0.0,26.0,0,0,1900.0,8.95,737720.9866291344
57.27,3.0,0.0,19.95921,0.0,7.0,0,0,2023.0,4.83,747427.8625277162
50.0,2.0,1.0,22.51969814,0.0,20.0,0,0,2003.0,3.38,491590.74011299433
59.0,2.0,0.0,21.0346955,1.0,4.0,0,1,2001.0,4.68,923794.7879754602
63.1,4.0,1.0,18.4819,0.0,6.0,0,0,1984.0,6.47,657043.248427673
35.2,2.0,1.0,17.95887,0.0,13.0,0,0,1967.0,2.85,411446.35302390996
46.0,2.0,0.0,19.9465414,0.0,120.0,0,0,1990.0,0.58,747427.8625277162
38.0,2.0,0.0,20.02281756,1.0,2.0,0,0,2020.0,6.15,747427.8625277162
46.77,2.0,3.0,17.0531945,0.0,6.0,1,1,2023.0,3.93,663522.8989361703
50.26,2.0,1.0,18.6183213,1.0,5.0,0,1,2018.0,5.54,737720.9866291344
52.9,2.0,0.0,17.0538926,0.0,19.0,0,0,,2.28,663522.8989361703
61.0,2.0,1.0,20.9113297,0.0,15.0,0,1,,6.36,923794.7879754602
57.28,2.0,2.0,19.9024,0.0,17.0,0,0,1936.0,3.37,747427.8625277162
45.8,3.0,1.0,20.03079303,1.0,21.0,0,0,1970.0,7.26,747427.8625277162
33.4,1.0,0.0,21.0387875,1.0,5.0,0,0,2019.0,13.64,923794.7879754602
68.0,3.0,1.0,19.9532932,1.0,6.0,0,1,2023.0,4.91,747427.8625277162
74.08,3.0,3.0,16.9286,1.0,4.0,1,1,2018.0,7.15,663522.8989361703
47.37,2.0,2.0,18.49794,0.0,7.0,0,0,1960.0,2.87,657043.248427673
69.26,4.0,2.0,17.0364972,0.0,38.0,0,0,,1.05,663522.8989361703
38.2,2.0,1.0,14.5528,0.0,66.0,0,1,1980.0,0.78,500654.9549763033
49.0,2.0,2.0,17.02916,0.0,53.0,0,0,,1.03,663522.8989361703
88.46,4.0,2.0,19.4463,0.0,16.0,0,0,,1.95,413154.8083261058
148.5,5.0,0.0,19.4411,0.0,19.0,0,0,1903.0,2.44,413154.8083261058
43.3,2.0,2.0,19.0142298,0.0,33.0,0,0,1900.0,0.69,442685.6430594901
136.3,5.0,2.0,16.89936,0.0,21.0,0,0,1910.0,2.49,568970.2777777778
65.0,5.0,0.0,20.8994,0.0,19.0,0,0,,7.1,923794.7879754602
46.0,2.0,0.0,18.53784,0.0,37.0,0,0,,1.41,657043.248427673
56.3,3.0,1.0,19.9042159,0.0,14.0,0,0,1968.0,4.03,747427.8625277162
50.0,3.0,0.0,22.58402,0.0,11.0,0,0,1938.0,1.42,491590.74011299433
48.7,2.0,0.0,22.58996,0.0,24.0,0,0,1961.0,2.1,491590.74011299433
38.87,2.0,3.0,20.9824525,1.0,21.0,0,1,2012.0,1.52,923794.7879754602
36.24,2.0,0.0,19.50017,0.0,18.0,0,0,1970.0,6.21,413154.8083261058
50.58,2.0,1.0,20.00843129,1.0,18.0,0,0,1980.0,6.47,747427.8625277162
55.0,3.0,0.0,21.1474,0.0,0.0,0,0,2004.0,10.96,923794.7879754602
40.0,2.0,3.0,18.0497523,1.0,21.0,0,1,,3.29,411446.35302390996
56.0,2.0,2.0,17.0551953,0.0,22.0,0,1,1905.0,2.08,663522.8989361703
47.0,3.0,1.0,19.9295034,1.0,8.0,0,1,1970.0,3.25,747427.8625277162
62.5,3.0,0.0,18.6538,0.0,8.0,0,0,,1.02,737720.9866291344
72.0,3.0,3.0,20.90477,1.0,17.0,1,0,2010.0,6.82,923794.7879754602
49.41,2.0,2.0,14.57452297,0.0,9.0,0,0,1930.0,1.65,500654.9549763033
100.0,4.0,1.0,18.6061003414536,0.0,3.0,0,0,2007.0,3.74,737720.9866291344
79.3,4.0,1.0,21.0444328,1.0,12.0,1,1,2011.0,6.89,923794.7879754602
78.0,3.0,1.0,19.9454064,1.0,13.0,0,0,2008.0,4.39,747427.8625277162
127.0,5.0,0.0,21.19101,0.0,1.0,0,0,2023.0,15.2,923794.7879754602
62.0,3.0,0.0,19.13831,0.0,5.0,0,0,1986.0,2.8,312877.4539007092
71.0,3.0,1.0,20.92202345,1.0,7.0,0,1,2008.0,6.7,923794.7879754602
44.3,2.0,2.0,18.9890938,0.0,0.0,0,0,,5.61,442685.6430594901
57.7,4.0,1.0,22.5425,1.0,18.0,0,0,1977.0,2.6,491590.74011299433
57.4,2.0,0.0,21.07051,0.0,12.0,0,0,2009.0,9.57,923794.7879754602
58.0,2.0,1.0,20.9470195,0.0,24.0,0,1,2006.0,11.7,923794.7879754602
58.0,4.0,0.0,17.0684409,1.0,24.0,0,0,1990.0,2.7,663522.8989361703
71.45,4.0,0.0,17.00944,0.0,18.0,0,0,,2.86,663522.8989361703
49.5,3.0,1.0,17.9756,0.0,7.0,0,0,1985.0,1.96,411446.35302390996
74.0,3.0,0.0,21.02,1.0,13.0,0,0,,6.59,923794.7879754602
51.0,2.0,1.0,22.59311675,0.0,9.0,0,0,1998.0,2.08,491590.74011299433
55.5,3.0,1.0,18.9781,0.0,10.0,0,0,1980.0,4.0,442685.6430594901
48.3,2.0,1.0,19.5263897,0.0,3.0,0,1,1946.0,4.93,413154.8083261058
65.93,2.0,2.0,19.939167,0.0,101.0,0,0,,0.22,747427.8625277162
44.25,2.0,0.0,20.94328,1.0,7.0,0,0,,13.7,923794.7879754602
35.03,2.0,1.0,20.9522,0.0,10.0,0,0,1955.0,5.84,923794.7879754602
50.0,2.0,1.0,20.9940012,0.0,40.0,0,0,1951.0,1.79,923794.7879754602
55.0,3.0,1.0,20.9701082,0.0,2.0,0,0,,5.88,923794.7879754602
79.4,3.0,1.0,20.9884934,1.0,73.0,0,1,1998.0,1.03,923794.7879754602
51.0,2.0,1.0,18.97258,0.0,0.0,0,0,1985.0,6.0,442685.6430594901
55.0,2.0,1.0,19.9692,0.0,13.0,0,1,1890.0,4.9,747427.8625277162
76.0,4.0,0.0,16.934528,0.0,15.0,0,1,2022.0,3.07,568970.2777777778
44.0,2.0,1.0,16.9574,1.0,3.0,1,0,1970.0,5.6,663522.8989361703
49.0,2.0,0.0,16.9835,1.0,6.0,0,0,2023.0,3.26,568970.2777777778
82.5,4.0,3.0,17.0857064,0.0,5.0,0,1,2016.0,5.27,663522.8989361703
27.18,1.0,2.0,21.0399,1.0,50.0,0,0,1926.0,3.39,923794.7879754602
64.0,3.0,2.0,17.0394891,0.0,37.0,0,1,,2.44,663522.8989361703
54.5,3.0,1.0,23.1648,0.0,30.0,0,1,1977.0,1.48,445351.94527363183
43.0,3.0,2.0,19.005797,0.0,18.0,0,0,,1.05,442685.6430594901
63.4,3.0,0.0,14.6509226,0.0,5.0,0,0,1991.0,8.78,500654.9549763033
25.0,1.0,1.0,19.9162,1.0,20.0,0,1,1980.0,3.63,747427.8625277162
47.96,2.0,3.0,19.95395651,1.0,18.0,0,1,2008.0,2.05,747427.8625277162
33.0,1.0,1.0,21.04343922,1.0,12.0,0,0,1975.0,7.94,923794.7879754602
92.0,3.0,0.0,19.8860194,1.0,2.0,0,1,2013.0,3.84,747427.8625277162
49.8,3.0,3.0,16.9907,1.0,6.0,0,0,2010.0,3.17,663522.8989361703
46.4,2.0,1.0,19.11119,0.0,10.0,0,0,,2.5,312877.4539007092
26.83,1.0,3.0,18.65148,1.0,10.0,0,0,2022.0,0.7,737720.9866291344
37.0,2.0,1.0,21.0412248,1.0,34.0,0,0,1992.0,3.29,923794.7879754602
50.7,2.0,0.0,18.583333,0.0,17.0,0,0,1958.0,8.79,737720.9866291344
70.0,4.0,1.0,19.9705,1.0,19.0,0,0,1965.0,2.47,747427.8625277162
52.09,2.0,1.0,16.8982,0.0,28.0,0,1,1960.0,3.0,568970.2777777778
27.0,1.0,1.0,20.94286,1.0,8.0,0,0,1966.0,8.29,923794.7879754602
48.0,3.0,1.0,19.902978,0.0,0.0,0,0,2014.0,7.88,747427.8625277162
89.74,3.0,2.0,19.521431,0.0,1.0,0,0,,4.64,413154.8083261058
65.0,3.0,0.0,21.06636,0.0,10.0,0,1,2016.0,9.24,923794.7879754602
56.76,2.0,0.0,18.61921,0.0,14.0,0,0,2012.0,2.51,737720.9866291344
35.0,2.0,0.0,20.9515,0.0,11.0,0,0,,4.89,923794.7879754602
59.14,2.0,3.0,19.46889812,1.0,7.0,0,1,2022.0,3.71,413154.8083261058
49.0,2.0,3.0,20.898437,1.0,9.0,0,1,2023.0,7.46,923794.7879754602
89.0,3.0,0.0,21.07825,1.0,23.0,0,0,2006.0,8.9,923794.7879754602
49.78,3.0,2.0,22.5774526,0.0,14.0,0,0,1930.0,3.56,491590.74011299433
48.0,3.0,1.0,21.0996719,1.0,33.0,0,1,2000.0,6.6,923794.7879754602
66.21,3.0,1.0,21.1078,1.0,5.0,0,0,2015.0,9.91,923794.7879754602
61.2,3.0,1.0,19.104881,1.0,0.0,0,0,,6.1,442685.6430594901
71.0,3.0,0.0,16.9928375,0.0,10.0,0,0,1935.0,4.81,663522.8989361703
64.0,3.0,1.0,19.9368564,0.0,206.0,0,0,1960.0,0.75,747427.8625277162
37.0,2.0,1.0,21.0557,1.0,17.0,0,0,1975.0,4.82,923794.7879754602
60.0,3.0,1.0,19.919131,1.0,5.0,0,1,2018.0,4.48,747427.8625277162
32.49,2.0,2.0,14.54539124,0.0,46.0,0,0,1930.0,1.73,500654.9549763033
25.8,1.0,1.0,21.16203603,1.0,39.0,0,0,1970.0,1.4,331119.6569037657
41.0,2.0,2.0,19.02186,0.0,15.0,0,0,,1.39,442685.6430594901
40.57,2.0,2.0,21.1647981,0.0,29.0,0,1,1940.0,1.59,331119.6569037657
47.0,2.0,1.0,19.4445666316731,1.0,17.0,0,1,1978.0,1.68,413154.8083261058
82.28,5.0,2.0,19.4578512,0.0,59.0,0,1,1923.0,2.14,413154.8083261058
45.04,2.0,3.0,19.89941998,1.0,17.0,0,1,2009.0,3.3,747427.8625277162
61.57,3.0,1.0,18.54013,0.0,76.0,0,0,1956.0,0.41,657043.248427673
36.9,2.0,1.0,21.0241,1.0,54.0,0,1,1992.0,1.74,923794.7879754602
77.1,3.0,0.0,20.93791342,1.0,11.0,0,0,2001.0,6.18,923794.7879754602
48.0,2.0,1.0,22.552005,0.0,24.0,0,0,1984.0,2.37,491590.74011299433
50.0,3.0,3.0,16.9478,0.0,13.0,0,1,2021.0,5.92,663522.8989361703
75.0,3.0,1.0,20.89368,1.0,10.0,0,1,2008.0,7.74,923794.7879754602
52.17,2.0,1.0,18.63328,0.0,21.0,0,0,1960.0,6.59,737720.9866291344
90.12,4.0,3.0,19.84971,0.0,1.0,0,0,2023.0,6.5,747427.8625277162
49.2,2.0,1.0,19.9663675,0.0,11.0,0,0,2009.0,5.08,747427.8625277162
29.69,1.0,0.0,19.92257004,1.0,11.0,0,0,2022.0,4.4,747427.8625277162
45.48,3.0,3.0,20.95854145,1.0,6.0,0,0,2014.0,10.57,923794.7879754602
33.0,2.0,1.0,18.56846,0.0,3.0,0,0,2012.0,6.68,737720.9866291344
62.0,4.0,3.0,23.1405,1.0,13.0,0,0,2019.0,1.16,445351.94527363183
43.8,2.0,0.0,19.891836,1.0,9.0,0,0,2018.0,4.81,747427.8625277162
63.47,3.0,1.0,20.0164744,1.0,10.0,0,0,1980.0,7.4,747427.8625277162
65.0,2.0,0.0,18.5277,1.0,0.0,1,0,,8.24,737720.9866291344
41.19,2.0,1.0,18.98735767,1.0,0.0,0,0,2020.0,6.88,442685.6430594901
51.0,2.0,2.0,17.03140426,0.0,140.0,0,0,1930.0,0.32,663522.8989361703
68.4,3.0,1.0,18.59189649450341,1.0,23.0,0,1,2008.0,6.38,737720.9866291344
49.0,2.0,1.0,22.5947563,0.0,18.0,0,0,1970.0,2.42,491590.74011299433
39.24,2.0,2.0,20.98065,0.0,37.0,0,0,,2.02,923794.7879754602
44.0,2.0,1.0,18.9949,0.0,0.0,1,0,1980.0,3.13,442685.6430594901
41.09,2.0,1.0,19.4657,1.0,9.0,0,0,2010.0,1.7,413154.8083261058
37.31,2.0,1.0,19.41996165,1.0,21.0,0,0,1969.0,4.36,413154.8083261058
41.5,2.0,3.0,19.5690538,0.0,13.0,0,0,,9.09,413154.8083261058
31.8,2.0,0.0,18.67417,0.0,5.0,0,0,,1.3,737720.9866291344
37.0,2.0,1.0,19.4882162,0.0,8.0,0,0,1970.0,6.3,413154.8083261058
58.45,2.0,2.0,19.4697,0.0,17.0,1,1,1950.0,1.53,413154.8083261058
47.6,2.0,1.0,19.157399,0.0,6.0,0,0,,4.05,312877.4539007092
75.0,4.0,1.0,18.58502638,0.0,6.0,0,1,2012.0,4.84,737720.9866291344
43.0,2.0,1.0,21.1614,1.0,55.0,1,0,1970.0,1.32,331119.6569037657
50.0,3.0,2.0,20.04210029,0.0,29.0,0,0,1950.0,7.94,747427.8625277162
26.96,1.0,2.0,18.0079,0.0,54.0,0,0,1920.0,0.65,411446.35302390996
40.98,2.0,3.0,19.941815,1.0,5.0,0,1,2012.0,2.29,747427.8625277162
46.0,2.0,1.0,19.4626,0.0,13.0,0,0,1930.0,5.48,413154.8083261058
72.05,4.0,1.0,19.9604,1.0,4.0,0,1,1985.0,3.81,747427.8625277162
53.2,3.0,1.0,18.5833,1.0,9.0,0,0,1980.0,5.58,737720.9866291344
27.25,1.0,1.0,21.03955,1.0,14.0,0,0,1966.0,2.45,923794.7879754602
48.0,2.0,1.0,19.4626,1.0,13.0,0,0,,5.48,413154.8083261058
33.0,2.0,2.0,18.55684,0.0,18.0,0,0,1920.0,8.96,737720.9866291344
75.34,3.0,0.0,21.07848,1.0,29.0,1,0,2008.0,9.43,923794.7879754602
64.2,2.0,1.0,17.0412842,0.0,16.0,0,0,1960.0,1.56,663522.8989361703
76.0,4.0,0.0,19.45966657,1.0,17.0,0,0,,3.64,413154.8083261058
30.61,1.0,2.0,17.1327642,1.0,12.0,0,1,1940.0,8.19,663522.8989361703
47.0,2.0,1.0,19.44884,0.0,14.0,0,0,1981.0,4.95,413154.8083261058
36.4,2.0,1.0,18.043,0.0,6.0,0,0,1967.0,3.06,411446.35302390996
60.15,3.0,2.0,17.0495675613094,0.0,21.0,0,1,,1.81,663522.8989361703
78.8,4.0,1.0,21.11271,0.0,13.0,1,0,1996.0,7.46,923794.7879754602
49.0,2.0,0.0,19.9437535,1.0,8.0,0,0,2018.0,4.61,747427.8625277162
96.0,4.0,1.0,18.48272,0.0,5.0,0,0,2000.0,6.89,657043.248427673
71.0,3.0,1.0,19.40285,1.0,26.0,0,0,1976.0,5.29,413154.8083261058
85.07,5.0,1.0,19.92023057,0.0,34.0,0,0,1943.0,2.14,747427.8625277162
39.91,2.0,1.0,21.97325706,1.0,9.0,0,0,2023.0,2.64,503505.2635135135
55.57,3.0,1.0,19.96976,1.0,11.0,0,0,2022.0,2.49,747427.8625277162
31.63,2.0,1.0,16.9830578,0.0,5.0,0,1,2021.0,5.69,663522.8989361703
62.26,3.0,0.0,16.9804,0.0,14.0,0,0,2023.0,3.97,663522.8989361703
25.26,1.0,1.0,20.9505,1.0,13.0,0,0,,11.08,923794.7879754602
71.12,4.0,3.0,17.0132445,1.0,12.0,1,1,2010.0,1.63,663522.8989361703
93.33,4.0,2.0,17.0109,0.0,13.0,0,0,1902.0,3.66,663522.8989361703
49.0,2.0,1.0,19.8809354,0.0,13.0,0,0,2002.0,4.95,747427.8625277162
46.0,2.0,1.0,20.9442718,1.0,25.0,0,0,1973.0,6.11,923794.7879754602
37.8,2.0,1.0,18.51413,1.0,8.0,0,0,1970.0,2.97,657043.248427673
36.0,2.0,1.0,19.9827058,0.0,12.0,0,0,1975.0,3.82,747427.8625277162
50.62,2.0,1.0,23.16189291,0.0,62.0,0,0,1950.0,1.13,445351.94527363183
31.91,2.0,3.0,20.9585,1.0,11.0,0,0,2018.0,3.1,923794.7879754602
80.3,3.0,3.0,20.9585,1.0,11.0,0,1,2022.0,3.1,923794.7879754602
50.0,2.0,1.0,19.9790506,1.0,8.0,0,1,2008.0,5.52,747427.8625277162
43.6,2.0,1.0,18.47576,0.0,1.0,0,0,1980.0,4.56,657043.248427673
74.14,4.0,0.0,18.64664,0.0,90.0,0,0,1939.0,0.58,737720.9866291344
47.0,3.0,1.0,20.9616753,0.0,23.0,0,1,1969.0,4.34,923794.7879754602
44.0,2.0,0.0,17.0143368,1.0,12.0,0,0,2013.0,1.1,663522.8989361703
41.91,2.0,0.0,18.7123,0.0,7.0,0,0,1973.0,3.94,737720.9866291344
107.55,5.0,2.0,17.0448522,0.0,16.0,0,0,1960.0,1.8,663522.8989361703
38.0,2.0,1.0,19.93924,0.0,194.0,0,1,,0.88,747427.8625277162
68.3,3.0,0.0,18.64634,0.0,12.0,0,0,2022.0,5.18,737720.9866291344
67.42,3.0,1.0,17.97694,0.0,5.0,1,1,2000.0,2.08,411446.35302390996
67.08,2.0,2.0,17.01224,0.0,27.0,0,0,1910.0,1.78,663522.8989361703
46.0,3.0,3.0,19.41811,1.0,10.0,1,0,2022.0,4.76,413154.8083261058
37.5,2.0,1.0,19.9771979,1.0,11.0,0,1,1970.0,4.66,747427.8625277162
29.4,1.0,2.0,18.62774,0.0,13.0,0,0,1930.0,2.78,737720.9866291344
56.0,3.0,0.0,20.93085,0.0,18.0,0,0,1975.0,6.67,923794.7879754602
63.36,3.0,0.0,21.09513,0.0,25.0,0,0,2000.0,6.31,923794.7879754602
63.9,4.0,1.0,22.010267,1.0,21.0,0,0,1980.0,1.68,503505.2635135135
38.8,2.0,1.0,20.99088,1.0,88.0,0,0,1971.0,0.95,923794.7879754602
85.0,4.0,1.0,21.06126,1.0,20.0,0,0,1995.0,6.03,923794.7879754602
75.6,4.0,1.0,18.60863,1.0,59.0,0,0,2016.0,4.74,737720.9866291344
94.0,4.0,0.0,17.0531945,0.0,6.0,0,0,1925.0,3.93,663522.8989361703
42.7,2.0,1.0,14.5186469,1.0,10.0,0,0,1980.0,2.96,500654.9549763033
57.83,3.0,0.0,22.030732,0.0,0.0,0,0,2021.0,3.48,503505.2635135135
28.6,1.0,3.0,20.9585,1.0,11.0,0,1,2023.0,3.1,923794.7879754602
60.0,3.0,1.0,20.005589,0.0,20.0,0,0,1983.0,6.68,747427.8625277162
38.95,2.0,1.0,20.98205,1.0,21.0,1,1,2019.0,1.6,923794.7879754602
61.3,3.0,1.0,16.9241,0.0,8.0,0,0,,4.77,568970.2777777778
45.0,2.0,1.0,16.9524,1.0,6.0,0,0,,4.37,568970.2777777778
58.16,3.0,1.0,19.99399,1.0,5.0,0,0,2022.0,4.17,747427.8625277162
35.0,2.0,1.0,17.0501,0.0,8.0,0,1,1945.0,2.84,663522.8989361703
54.0,3.0,1.0,19.438609,0.0,2.0,0,0,,3.35,413154.8083261058
33.0,1.0,2.0,17.97864,0.0,10.0,0,0,,1.5,411446.35302390996
25.0,1.0,1.0,16.9936169,1.0,3.0,0,0,1970.0,2.9,663522.8989361703
52.8,3.0,1.0,18.03216,0.0,11.0,0,0,1971.0,2.43,411446.35302390996
52.5,4.0,1.0,19.9456,0.0,9.0,0,0,1982.0,4.61,747427.8625277162
61.2,3.0,0.0,22.53331,0.0,15.0,0,0,1979.0,3.07,491590.74011299433
54.12,3.0,3.0,19.964,1.0,4.0,0,0,2015.0,3.94,747427.8625277162
52.0,2.0,2.0,21.01676,1.0,108.0,0,0,,1.42,923794.7879754602
83.41,4.0,1.0,18.57086,1.0,3.0,0,0,2016.0,5.42,737720.9866291344
59.3,3.0,1.0,21.1196974,0.0,2.0,0,0,1985.0,1.62,331119.6569037657
46.0,3.0,1.0,19.93089365,1.0,15.0,0,0,1978.0,4.46,747427.8625277162
63.5,3.0,1.0,17.0381801,0.0,5.0,0,1,1980.0,3.39,663522.8989361703
31.0,1.0,1.0,19.408,1.0,18.0,0,0,,5.09,413154.8083261058
66.92,4.0,3.0,16.9979414,1.0,5.0,1,0,2022.0,4.57,568970.2777777778
71.5,4.0,1.0,17.0942087,1.0,13.0,0,0,1992.0,4.5,663522.8989361703
39.0,2.0,0.0,17.05521,0.0,1.0,0,0,,6.32,663522.8989361703
26.96,1.0,1.0,19.49215,1.0,13.0,0,0,1970.0,6.22,413154.8083261058
48.0,2.0,0.0,17.01156,0.0,21.0,0,0,1979.0,2.27,663522.8989361703
54.0,3.0,1.0,17.01421628,1.0,0.0,0,0,1970.0,5.3,663522.8989361703
52.5,3.0,2.0,19.44856,0.0,29.0,1,0,1930.0,1.0,413154.8083261058
93.8,4.0,1.0,18.60042,0.0,5.0,0,0,2016.0,5.79,737720.9866291344
31.95,2.0,3.0,19.951773,1.0,3.0,0,0,2018.0,2.82,747427.8625277162
70.0,3.0,3.0,19.9849,1.0,7.0,0,1,2012.0,3.57,747427.8625277162
25.6,1.0,3.0,21.1222,1.0,0.0,1,1,2023.0,8.86,923794.7879754602
40.5,2.0,1.0,18.68362,0.0,5.0,0,0,,2.03,737720.9866291344
63.21,3.0,1.0,18.0257721,0.0,17.0,0,0,,2.59,411446.35302390996
52.0,3.0,1.0,21.07334,1.0,21.0,0,0,2018.0,9.55,923794.7879754602
74.5,3.0,1.0,18.53647,1.0,7.0,0,0,2021.0,7.64,737720.9866291344
52.58,3.0,0.0,21.154,0.0,1.0,1,0,1998.0,10.65,923794.7879754602
37.0,2.0,1.0,16.9983948,1.0,18.0,0,0,1970.0,2.36,663522.8989361703
76.0,3.0,3.0,18.6235,1.0,11.0,1,0,2018.0,2.01,737720.9866291344
39.0,2.0,1.0,16.9248934076975,1.0,73.0,1,1,,0.74,568970.2777777778
46.0,3.0,1.0,19.96893179,1.0,19.0,0,0,1975.0,4.27,747427.8625277162
62.25,2.0,0.0,16.90827406,0.0,17.0,0,0,2014.0,4.63,568970.2777777778
44.0,2.0,1.0,21.10162,0.0,33.0,1,0,2010.0,6.72,923794.7879754602
59.8,3.0,1.0,21.0615891,1.0,12.0,0,0,1980.0,6.29,923794.7879754602
72.68,4.0,1.0,17.99283,0.0,8.0,0,0,1990.0,0.8,411446.35302390996
55.8,2.0,0.0,19.9351,0.0,10.0,0,0,2002.0,4.67,747427.8625277162
58.96,2.0,2.0,19.4777,0.0,9.0,0,1,1900.0,2.23,413154.8083261058
52.46,3.0,1.0,19.95775,1.0,5.0,0,0,2023.0,5.38,747427.8625277162
47.0,3.0,0.0,18.66551,0.0,15.0,0,0,,0.74,737720.9866291344
52.0,3.0,0.0,16.8942243,0.0,3.0,0,0,2023.0,4.88,568970.2777777778
58.0,3.0,1.0,17.0218039,0.0,6.0,0,1,1985.0,2.94,663522.8989361703
